Genotype,rust_age1_Width,woodall_age4_N_density,canker_age1_LesionUF,nassau_age6_BD_m,nassau_age6_DBH,rootnum_age10_rootnum,rust_age1_Length,rootnum_age10_rootnumbin,rust_age1_rustbin,nassau_age6_CWAC,nassau_age6_BA_m,rust_age1_gall_vol,nassau_age1_HT,nassau_age6_BLC,woodall_age5_N_stiffnessTree,nassau_age6_HT,woodall_age4_N_c5c6,nassau_age2_HT,nassau_age3_HT,nassau_age2_CWAL,woodall_age4_N_lateWood%4,woodall_age4_N_lignin,nassau_age3_DBH,nassau_age6_CWAL,nassau_age4_HTLC,nassau_age2_CWAC,nassau_age4_DBH
1094004,-1.7009205713,-0.334206028021,-1.32395019057,-0.0540633601098,0.610037536575,0.905981105869,-9.52111499277,0.346791593835,-0.377768127317,7.00072683697,-2.56089526702,-0.855782509738,0.470525734069,0.21812925878,0.444534916271,70.6195107417,0.6685925648,-7.47628483509,-10.2522856477,-2.73088744316,-2.01968609477,-1.08408367033,-0.0834330574904,-6.91313567462,-15.8998660745,2.17331319659,1.30517862868
1084022,0.420080303457,7.23722244355,-2.1252201441,0.163297195779,-0.159879727837,3.28167606403,3.17391990491,0.528446655521,0.236762903201,3.81728414907,9.26671444265,-0.248544648122,-5.92726680926,0.747901751312,1.66040451535,-11.8545766803,-7.46177080622,-1.02811826524,-9.40203142067,1.0981616579,3.719710982,2.13440404486,0.15368842437,-10.7716768535,18.1451710418,3.97487326981,0.522071415359
1085330,NaN,-0.444375599669,NaN,0.369132106645,3.1669223705,-0.412709661751,NaN,-0.233991764466,NaN,29.7930044417,-3.34827949395,NaN,12.9822635809,-0.569580298341,-1.81028360168,119.291918923,0.470316146803,35.1217388916,28.2437713326,24.0425329244,-3.45623223377,-1.83845075946,1.5836743235,13.7147018383,-43.8225086197,28.5275161007,2.08032010758
1088676,-1.89721370397,0.191339157315,-6.87061613688,-0.335177075175,-2.05998849612,-0.137154014756,-10.3702827447,0.283865585569,-0.416323911049,-17.1111176661,5.40636617126,-0.9421366564,-10.6618800174,0.579069918761,1.05890606998,-154.171153534,0.564963443784,-27.69494241,-63.1409161709,-18.7297487773,0.819681752449,1.73633009486,-1.32209859564,-30.6961774431,-7.22168120346,-8.98211801126,-1.75255873026
1088606,NaN,5.07827918648,NaN,-0.268341517599,-2.00650572683,-0.779100455212,NaN,-0.364903356526,NaN,-24.4309903452,4.31584372344,NaN,-11.0060264612,0.373594235873,0.907890337543,-3.55300948371,3.39263210624,-9.86117694039,-11.3957334908,-19.1131838551,4.32831755236,0.555464526527,-0.824603876386,-14.7183675218,-19.2063716552,-23.4734985073,-1.40379451563
1080862,-0.330074356306,0.422898266184,-2.58053747349,-0.0360189898428,1.38398692754,0.677834175583,-0.510103946142,0.283575621011,-0.0861201487511,48.7465361864,-4.47089232454,-0.0542677223022,-0.625027900192,-1.03104942345,-1.08730860396,49.8789009925,-1.96131866278,6.13271019131,22.8871035659,10.5095548222,-0.232764987782,0.792490884755,0.477264431678,20.2028230026,-3.50240934246,-1.57113002397,1.12500689318
1090712,-1.59535287712,-0.23355174712,5.81015266883,0.434719249618,0.546960740345,-0.62172011901,-9.13740397147,0.022310495335,-0.358216417311,2.06980048406,13.5855597672,-0.808969903807,1.45158217402,0.270556114145,-0.138347010385,14.3093323511,5.87917895273,6.15850295429,9.60926623383,-5.75146298057,-3.84207642822,-2.01208146458,0.522230381764,14.2308630713,29.178353996,-5.25862279271,0.483558321223
1090718,-1.60035115416,-2.3483122408,1.58812328439,-0.127542841938,1.62364831486,0.596276844641,-9.14708400202,0.205413424036,-0.357770515253,-11.5552999124,0.929242472605,-0.80421562128,11.3150170329,0.45541737935,-0.614227373114,88.5564132377,-0.948002375761,48.0336784973,61.7388953857,15.7240770233,-1.43867123288,1.71631495144,1.24670405,-3.17205745534,29.3832911044,9.83521326002,1.46627461615
1089706,1.35197032867,-1.62779713021,-3.386,0.275066456609,2.91596286111,0.566398920035,6.00615071508,0.31096887194,0.167582467949,47.8235333066,-7.33730937237,1.66324910849,35.0620639007,-0.522984120291,-1.86757162476,156.990923111,-1.3306615971,69.6150685652,88.0386525258,28.9510417847,-1.14651044828,0.229365772966,2.390968742,38.7595989801,14.4208962176,35.0211627794,2.56710689574
1093734,0.441135231982,1.06186302239,-0.778180698506,-0.00891880046631,0.67364259304,-0.00931140040756,3.27756817375,0.241463197576,0.282011861142,44.2037818417,2.04284583028,0.141191303219,-6.66511069592,-0.322679264594,-0.543997080584,2.77959793849,-2.12731451911,19.06664783,22.832623689,10.9045760383,-0.548249568919,1.25120967328,0.582119464334,26.2432001877,3.8037977531,11.7634166729,0.761608451449
1087716,-1.7574967843,-0.847141191273,-2.58970923552,NaN,NaN,0.704368593613,-9.94068836489,0.327790002056,-0.400292281876,NaN,NaN,-0.855498004582,NaN,NaN,-0.087698272328,NaN,-0.494699417383,NaN,NaN,NaN,-0.199503508301,0.367222783938,NaN,NaN,NaN,NaN,NaN
1088416,3.49737766713,-2.88117727485,3.10438259814,-0.255554579111,0.279450760526,-0.752054149613,14.4495342283,-0.0767090052476,0.772102858542,50.5121472413,2.60940985411,1.4408853412,-3.27913599302,0.301721553882,1.65621746731,23.0462557169,-0.0153648392854,-16.5344274699,1.60114859241,5.7236208687,0.813632909294,1.66791092964,0.132196815481,1.6292759778,31.9047862072,0.938685951512,0.0864335047655
1088384,2.0469537135,-1.81114266413,-1.90747952095,-0.161398181023,-1.50850752142,1.50206265651,14.459154949,0.423898949603,0.740079782739,6.46343842087,-7.52891622332,0.39448994903,2.63941688096,0.289642425975,0.0688205277315,-34.2080027663,2.35816127877,-26.9159108886,-24.259194274,-17.67128612,0.355271861806,-1.35331013416,-0.958755040804,-0.145819862438,4.68123839237,-29.0458526808,-1.31890516151
1088608,-1.92965003328,-1.77178098762,-4.52150634234,-0.197762536612,-2.91041333781,-0.592713533615,-10.6406530269,-0.171915731073,-0.421056180655,-59.1449766885,20.4908693066,-0.94335560417,-17.5989972688,0.449889832793,2.87301609838,-138.968873197,-5.75246564134,-28.400622741,-69.3440801621,-41.1436322172,-0.708304178666,1.67988789554,-1.93095323888,-47.8456922453,54.1891377856,-13.7657659147,-1.97437954084
294054,-1.67090136703,-0.380562390446,-1.32395019057,0.110184798933,-0.555392325123,-0.412158345782,-9.24739555038,-0.0958132145453,-0.374463983534,34.0051487201,5.02928428239,-0.794584074625,-11.1060514502,0.142645216188,0.00498534596707,-71.9992404769,-2.08102498982,-1.92197277991,-10.3382384276,6.18952151246,0.444291945665,0.0356594783821,-0.133803498274,-1.5938498975,7.27480517594,-0.330017352896,0.193475128204
1082458,-1.76572401985,-1.61744638901,7.807577779,0.379802967922,1.54606388732,1.75480679326,-10.3042033741,0.245329327673,-0.397485517752,43.1166399655,8.12576674345,-0.878865555567,2.72641320032,0.44413835579,1.33312222041,68.7163457446,-0.589254461173,49.6254712604,56.1340889001,13.7778842706,0.587481384762,-0.666294836132,0.831175370318,47.6876060791,8.07698102355,28.2108144861,1.2985429831
1093220,-1.78895460457,-2.5644115705,-1.36041870039,-0.0877035834218,0.450231110433,0.821004665388,-9.84275987109,0.205986353536,-0.396306588035,-17.4796324295,6.25349456508,-0.881206112014,-1.08847910971,0.0321949076754,-0.825732034109,11.8404351234,-2.71419326577,27.8898320633,47.9790365783,15.1503410818,-0.967981201962,0.729454993409,0.198832611855,1.04027570371,15.312798454,8.87252071752,0.3825295051
1085674,NaN,1.48266387731,NaN,-0.222757770123,-2.4850695375,0.504196652082,NaN,0.366541991734,NaN,-61.7420432113,9.4504993044,NaN,-8.36331216256,0.440609510092,1.73403103818,-24.5121802153,5.06235129093,-20.5341371566,-25.131305574,-26.780234212,1.45995162952,-1.29135083696,-1.09550346771,-26.0627673038,-13.16570344,-27.159906417,-1.63320486553
1092304,-0.108866240913,2.50514648642,-4.03852145442,-0.169179272191,1.53706148958,0.333687904393,-0.321028431473,0.272711063597,0.0270642047464,23.575517376,-1.18590780167,-0.168809900873,5.83798485592,0.460122677222,-1.9253100945,98.9714696843,1.61000123616,24.2267077015,58.5529209712,13.7897700545,2.51904301243,-0.527747264351,0.726372941177,24.0028620017,14.6079484567,14.5475768476,1.14888875652
1093272,-1.93098030135,3.11616276863,5.40255270451,0.0146358789901,1.2158794742,-0.968161439014,-10.6558549341,-0.169012226923,-0.40894430883,21.4348426993,4.87781878533,-0.986476683187,11.1965522592,-0.504314666546,0.23555553262,92.5043851085,1.37976576913,26.7196232337,38.4439337371,4.11343698775,2.16922345533,-0.519571991864,0.840485873103,14.1683562168,-9.97206906562,9.52565245824,1.00314751299
1080958,1.35183262866,NaN,-7.59132589972,0.0335065789922,-1.13475488659,0.585327610383,6.73213245493,0.170660742141,0.247140845146,-16.1458544622,6.3910577884,0.720999793418,-5.81627262414,-0.00536130449451,NaN,-38.1175125581,NaN,-22.3057305345,-46.8909981737,-6.22842052836,NaN,NaN,-0.67023992688,-30.9220402086,-26.4913112974,-8.15427134102,-0.574306650435
1088278,-1.45173805492,2.22779358807,NaN,-0.130817632176,0.72663814517,-0.184802757725,-9.0187288933,0.176023039557,-0.377479484828,60.2648954644,-8.67279308298,-0.629033272001,-3.61622753995,-0.689725364652,1.30182676202,6.19099905926,3.42930721326,10.7898912959,17.5949568607,10.3327477626,1.19890715898,-1.532240275,0.124648706373,26.768912596,-22.1929522531,10.8005579696,0.0913629368075
1090816,4.74229131153,0.122263024757,-2.80894073982,0.0955599700608,-1.03476001717,-0.0678305888041,11.3709015376,0.148860192651,0.68807380926,-39.5704264729,11.5322255225,2.73851967678,-3.71510338798,0.332972864615,0.4789,5.06152988884,3.6928345384,-54.4202129377,-88.363862102,-33.0195273544,-2.33325466203,-0.438853588473,-1.2401707565,-34.5791535098,10.4039069127,-26.6899816985,-1.56672185905
1081278,0.326122195498,0.0374000471344,5.1680327286,0.151869020203,-1.54711802834,0.202135545246,7.85389480667,0.253807658579,0.136424097137,8.2784609961,8.65912007945,0.297865177244,-0.798457492751,-0.0386450588627,0.663379283077,-9.63693821219,-4.22366269956,-15.0393641082,-31.2213138056,-6.5848700594,-2.77065824806,0.78730211714,-0.6040717923,-4.54896487415,-30.0611807991,-14.6998197701,-0.705019003286
1088664,1.2284462923,1.55766484489,-3.80313527448,0.0593034567715,-0.142670848244,-0.152715369413,3.53447462693,-0.056254568036,0.521063977778,-28.1211852801,8.80994970904,-0.265384765661,-2.10291111155,0.134180326965,1.5304474381,38.1353818434,4.88761929338,-11.618486469,-7.7821617025,-11.532148766,2.37490938429,-1.09625806972,0.211514113241,-16.4713518134,-9.09826336528,-14.9305864808,0.0931977572021
1095268,-1.67477794327,0.2493,-1.34,0.0465092753931,-1.38634507552,0.535197687948,-9.45693570355,0.20587594261,-0.37123715626,-5.60183552641,0.104795454818,-0.845698271023,-6.20970857493,-0.405342638791,-0.527771078566,-38.4141816682,-0.4449,-19.7362488694,-58.9869996716,-6.43513608011,0.158217006322,-0.266571850785,-1.05102123366,-23.8584083747,-15.1296369195,-6.92294053718,-1.29049514527
1093708,-1.78461107545,-8.14348653149,-0.778180698506,-0.1578538431,2.59974238021,0.17763860292,-9.88091003876,0.352578642033,-0.400228536491,93.3509606967,-2.29810025723,-0.867978588547,8.79177779299,-0.320583394359,-1.57868265389,46.2639596155,-1.66644845969,37.0469413179,68.7403641925,9.47505734569,-0.949497582874,0.378943287031,1.11842190456,44.9247997258,-3.07779738681,17.4603927176,1.61442338413
1083844,-0.928425006537,-0.766493502894,9.43166712653,0.408882057482,2.31567767858,2.02830477151,-8.17760272668,0.447689222953,-0.183211646606,108.787709602,1.06664990413,-0.774202613558,7.7410408803,-0.40668991602,-1.17595438124,58.4466762854,-1.77699396132,26.5802380543,59.5537030319,7.15201232855,-0.756778844662,-0.389064727883,1.01870594118,52.799212834,-1.33701433835,21.6839358302,1.76310164894
1089612,2.37872910149,3.28100008697,-3.386,0.259524820852,2.40994919004,0.760285141044,8.95855624347,0.240051498066,0.510567589636,102.382775557,-17.2609010993,1.66994363739,0.550600464527,-0.298994799695,-0.743054368168,35.5364865229,-3.16647016032,28.5670496935,33.8040382368,29.5605634923,0.693844393775,0.403851346457,0.998824143106,30.9493550987,-31.2071859864,33.869829596,1.61868326851
1087932,-1.87903162035,2.33157810034,-1.37103408278,-0.0437051637721,-0.938719343156,1.22441939454,-10.2689097564,0.507478078142,-0.403196562212,-16.9345425587,0.0580972161713,-0.960428779231,-10.1967931345,0.346505091244,0.853713775368,4.76640658975,-2.82324354183,-16.8303445629,-11.8703609837,-5.27139850335,1.59973485395,3.66778737378,-0.293144790651,-26.6656700018,-32.8951364471,-6.05880574819,-0.678054238549
1088686,2.29895826438,4.36077192403,-3.80313527448,0.121778998941,1.17342815883,2.20881998377,18.2006829975,0.175372261744,0.524052779634,52.6391636027,3.50385818794,1.63105421829,-4.92205907948,-0.146676918738,3.42837619585,24.3072378649,-0.443347694739,-0.699420489809,-3.39556898011,-3.79510513754,3.10494008503,-0.765341974477,0.445894800552,32.8461428344,-24.1014946216,-12.9992397297,0.744704120192
1084228,NaN,-0.119910451616,NaN,0.209374158399,-1.35581658273,-0.998148206982,NaN,-0.6471111018,NaN,-23.8467763788,-1.14598720515,NaN,-1.22450055751,0.096400357695,-1.26669476959,-51.2745581459,-1.72912931105,-31.610514563,-29.6062308218,-8.10804834732,-3.0579152,1.81271024113,-0.541205490164,-21.8162073112,0.484012640434,-8.97367558051,-0.31280970992
1091092,0.557744446768,0.383273009797,NaN,-0.175856580503,0.40426937108,1.65706130883,5.42321722549,0.242034292298,0.435192936118,-4.27682682286,-0.657462362758,-0.326671196344,10.4679416408,0.428939350246,-0.703843774856,57.3426371132,-1.78778404909,10.1593352846,0.387893026217,18.2270583743,-1.27951956728,0.387636949362,-0.407532344128,1.99271822492,0.016681583671,-2.19943770162,-0.252446624827
1083348,-1.76981369594,1.95220975677,15.8934211924,-0.174692137029,-0.546828776609,-0.0729415875907,-9.86960498451,0.0422178806984,-0.393271973689,-28.2344796783,5.26136471988,-0.881880744881,-1.67929157832,1.01359839403,-0.101112785947,13.0425807896,0.354823739756,-7.38538714809,10.4405205986,5.38001487302,0.231819532877,1.32070864498,0.32735324762,-29.8740939773,50.0817126658,1.02217486119,-0.0359218475721
1091656,3.12163840239,0.0645806809415,-1.05174971671,-0.104677260201,-1.48546016912,0.880799770443,18.0686137191,0.234903287124,0.533138142779,-26.3529075199,-0.374540139278,2.33161301712,-2.79321079044,-0.394590453338,0.700370460685,-105.211540416,-0.688810115607,11.0281625973,-16.6900151918,-1.24974009961,0.337467780136,-0.493285552156,0.429059804062,-20.1703576648,-19.4779849226,2.2355527247,0.658786096922
1090758,-1.70007019972,0.924535446408,5.81015266883,-0.255781105752,0.869727276754,1.0712810415,-9.70204497902,0.354741942105,-0.366400356518,30.7251529015,-8.03444187309,-0.890267111059,5.6166824722,0.673298643792,-0.129639661908,68.9667598201,-0.584356411942,-0.500705899609,14.7902964568,21.6910249943,-1.46730081998,-0.307282819624,0.558683945466,25.4077449826,27.8953295916,38.6230300879,0.86180974829
1091204,1.61268960564,-0.397588397813,-5.05917167786,0.200084714971,0.227812118736,0.147947721922,7.359668738,-0.0547558399674,0.458893689837,12.1547769123,3.69279431456,0.382415818954,6.45418938679,-0.0371950108457,-0.488446728398,-23.6305686671,-5.40546430445,17.1525595659,4.06021187156,10.3573241045,-0.33969809357,2.65915024624,0.468277386895,-4.54045007299,1.17750441246,12.2074076487,0.45941680456
1085738,-0.912948001467,2.1908521007,-1.46675109368,-0.282815390802,-0.623717522299,0.874443608501,-6.92632332829,0.223062664351,-0.181751010191,-6.70113916797,6.60904076452,-0.692560920266,10.0805811664,0.110259951835,1.50026702438,38.7901182892,-0.567866450852,6.11270852711,20.795808494,-2.83315081451,2.26148362669,-0.786291420446,-0.526511239164,25.9463579649,-39.8897570671,3.90031770507,-0.55922867972
1087834,0.0634062775235,3.75253806656,-3.79781025658,-0.255144884678,-0.776062097338,-0.510501116306,1.1234714401,-0.138038917857,0.174485147851,-25.7024797731,-7.78113773804,-0.316274349944,7.9617798302,0.583721722474,-0.314790655981,20.5035834906,-1.81007371353,9.86178730777,1.08087627852,-1.7665896708,1.13864106092,1.64276140097,-0.224485283173,-17.3687485945,8.21442050898,0.55515580327,-0.704034461401
1086654,3.01680605871,-0.550986685698,16.3392209486,0.188689155631,1.90338882585,-0.0590869417856,27.4681662991,0.0917752471776,0.812495027629,33.6014923561,-7.43139205956,1.63046951951,25.0016346145,0.252581500302,-1.01421226534,99.577634312,1.01075464509,34.4074056511,33.0119058993,22.4000442194,-2.53374905968,1.10139342485,1.20037052298,4.17131213258,30.3122012935,13.3067244309,1.39503644246
1087612,-1.79492037474,-4.17262133171,10.9556444653,0.132000216533,0.995836673876,0.722448507047,-10.1561225584,0.150647605252,-0.404182241464,23.9274286056,-0.334920000572,-0.8915887748,3.15232085176,-0.02008205933,0.415757704362,108.990901277,1.0758613859,7.09314672212,17.1376309477,14.611536531,-1.63098401471,0.394041169221,0.14547369576,-2.03365012009,25.3654319532,7.29178246381,0.15489128118
1085408,0.309891408852,1.97333943433,-1.51426858324,-0.490974410686,-2.94756820328,-0.00669924783555,0.0230155689217,-0.0124009640816,0.0415461091132,-89.229411328,-1.58475593633,0.0554223937111,7.08462848447,-0.13716812106,1.18080358501,-15.939003884,1.79298530517,-9.5991961536,-18.662712991,-22.4054546552,1.67640419507,0.216747658227,-1.35250391207,-42.9376679621,13.4249771346,-28.1951060099,-2.29527641135
1081892,NaN,0.416548159091,NaN,0.227729053647,0.604341294097,-1.77351826867,NaN,-0.687545206095,NaN,31.6953571688,-1.43006618574,NaN,-2.14402140087,0.476215514016,-0.0674657982234,30.6622845722,-0.218514744923,4.95296738105,19.4657376904,2.19743960261,-0.126865074101,-1.8797103548,0.145009563576,8.18870627947,14.0920492837,1.49953869973,0.301542250069
1092058,-1.83003321227,-0.864118821914,-0.04774,NaN,NaN,-0.705643716984,-10.4955113223,-0.0274573294575,-0.406177802282,NaN,NaN,-0.963181841752,NaN,NaN,-0.149162620368,NaN,-0.6068,NaN,NaN,NaN,-0.476,0.3662,NaN,NaN,NaN,NaN,NaN
1087808,0.798487470047,1.35234019015,NaN,0.126890440179,-1.10621644311,-0.755926612211,5.29743381717,-0.138038917857,0.178561322833,17.0027956419,-4.58831155533,0.492669003556,-2.91104732842,-0.32572164392,1.14078240744,18.6778531537,3.00922126837,32.0649817757,41.2334801829,7.57517042787,-0.0607079354971,-1.0992689513,0.0478908613286,5.59947437179,8.69926616653,-5.09624246386,-0.358820826431
1084654,-1.94902380381,-4.05389325099,2.154,-0.325420085704,0.65957319773,1.08942522084,-11.2011366915,0.554787884247,-0.43248493692,-43.7914939162,3.71217995361,-1.02290772059,20.2994995352,0.439344890712,-0.873371771381,71.5022087556,1.17553902932,13.9699686104,-0.174067860055,-5.82118923661,-2.03061649792,-0.834614189405,0.229145980746,-7.34806350421,16.8258608998,-7.16774390524,0.126369549332
1091310,NaN,-0.371640738724,NaN,-0.400314376613,0.455973018077,-0.874850463286,NaN,-0.252920968509,NaN,6.04408723834,-8.41090088691,NaN,-1.46352088341,-0.244869187737,-0.85293218185,16.1916097268,-1.05147178827,-7.72929397437,-6.61642032244,-0.362008958491,-3.01022663528,1.74643684624,0.0446570422579,31.347663072,21.0330159885,0.606085847293,-0.349012772737
1089606,1.91103296774,-0.58761572378,-3.386,1.25086918712,2.42665037499,0.346253629597,16.8557553411,0.293885764445,0.508596733321,92.6743106756,1.71399792859,1.06466764365,21.922897649,-0.821185599249,-0.050155526192,105.264419193,-3.64129446591,71.3174868959,87.4846314023,20.813229581,-0.953652877055,1.20387706079,1.72256114828,84.6287734701,-22.6403992133,34.5447295852,1.70853389155
1092224,1.64560490325,-0.222931066309,-2.91194538861,-0.0577228241646,-0.842686030403,0.641639072769,6.91669526069,0.254589955386,0.0533647588292,-42.4910563515,0.461880656836,1.21731819256,-9.6174562804,0.593433198088,-1.78792930505,-61.6521585601,1.35344795764,-26.0459800213,-37.399579209,-7.23854394477,-0.114947438713,-0.486144968673,-0.38525276438,-23.8850484552,3.35212955916,-5.10808385238,-0.51043485557
1089374,0.588513757557,-0.28923303086,-3.30568432541,0.518325601414,0.0376558887103,1.80706941574,1.53193954098,0.446024716085,0.0548450776235,-29.2293744469,13.1168282634,0.568602126638,3.95787625143,-0.139920488959,-1.92882572695,-75.6532768082,0.350826430188,9.61447818316,-11.620892828,2.33020408552,1.43659807111,0.003932052745,-0.130595421306,-14.3930071905,-22.6678467915,0.438370978261,-0.0659654689194
1085648,NaN,1.05130944457,NaN,-0.274807625531,-3.85430219608,0.262881310342,NaN,-0.158081076034,NaN,-140.579660762,16.7166072662,NaN,-14.1792211894,-0.528474781701,-0.0708506521578,-184.157581525,1.77736512026,-48.4074508722,-101.087368042,-25.0873627486,0.938210142974,-0.0209504275656,-1.74661219101,-74.3872768815,4.90048682821,-30.5889091036,-2.49123422954
1082694,-1.68109771998,1.5094040821,NaN,-0.153528111722,-0.101639303157,-0.791085589384,-9.67891352802,-0.253517281607,-0.377302489726,-49.8914016863,7.51253021147,-0.812476771376,0.00993093512297,-0.0412253079392,-1.12217741056,22.1206376034,0.332232710962,26.1021868314,39.1345006405,-7.67817290966,-0.341057430615,-0.602866870248,0.79254780708,-18.3764741862,10.8073144556,-4.53255157722,0.546404468839
1090922,-1.31859043157,-0.41958592916,1.592,0.0596338587567,-1.89936267111,0.353419293505,-8.2167666132,0.165828383328,-0.15798560143,-30.7603845853,5.13152241054,-0.872121169847,-13.6739646252,0.186544833134,-0.299234266054,-44.6511440063,4.13571346486,-29.2135128244,-39.0623931677,-3.80705618234,-0.491841021121,-0.623305488007,-0.538957961572,-23.7392520049,-11.67732892,-8.30312668365,-0.791124320217
1091020,3.58533977939,3.75631018307,-1.224,0.0435130255524,1.10424931749,0.395103655021,24.4938413263,-0.0990001488292,0.725301008064,37.5164955493,4.25328025829,2.29629459004,4.95028957927,-0.15096646374,-0.328659734231,-65.4225568093,-0.0251121174509,18.729487384,2.24660690755,2.80628095794,-0.0167743950672,-0.482991723286,0.160097079292,11.906957972,-25.5791336718,-4.51142391044,0.538920560192
1093256,NaN,0.287710231064,NaN,0.385276510667,1.20965113855,-0.295506826373,NaN,-0.339400196099,NaN,-0.404568090466,9.89241076437,NaN,-4.28740993114,-0.200983923901,-0.690503537322,32.5935929762,-0.295550026088,1.56060037827,21.9477521564,-1.37543417272,-2.5865048451,-0.873024316602,0.251767938572,14.4304228217,1.88908559553,-6.62465370169,0.378588033278
1086314,-0.218892404389,3.29649875246,-3.396,0.386638670403,-2.60790677487,2.69020525152,-0.793555135836,0.472854731928,0.0447392726427,-20.0296103116,2.63123634425,-0.367615053885,-4.67674585636,-0.179117311652,0.877749109133,-106.287135108,1.7890172712,-32.7129412399,-58.9145166871,-10.4127522164,2.39886350154,-0.6936310131,-1.39678052941,-11.3042093273,-28.8719912221,-13.7387351041,-2.03149472246
