ID,t1,t2,t3,t4,t5
633,NaN,NaN,NaN,NaN,NaN
634,NaN,NaN,NaN,NaN,NaN
635,-2.2365073,-1.9473811,NaN,NaN,NaN
636,NaN,NaN,NaN,NaN,NaN
637,NaN,NaN,NaN,NaN,NaN
638,NaN,NaN,NaN,NaN,NaN
639,2.62577719,-1.9388176,NaN,NaN,NaN
640,-2.2801734,-2.0265514,NaN,NaN,NaN
641,NaN,NaN,NaN,NaN,NaN
642,-2.9751501,-0.5845332,NaN,NaN,NaN
643,NaN,NaN,NaN,NaN,NaN
644,-2.7463825,-1.2383114,NaN,NaN,NaN
645,0.16223911,-0.1623902,NaN,NaN,NaN
649,NaN,NaN,NaN,NaN,NaN
886,NaN,NaN,NaN,NaN,NaN
887,NaN,NaN,NaN,NaN,NaN
888,NaN,NaN,NaN,NaN,NaN
889,NaN,NaN,NaN,NaN,NaN
890,NaN,NaN,NaN,NaN,NaN
891,NaN,NaN,NaN,NaN,NaN
892,NaN,NaN,NaN,NaN,NaN
893,NaN,NaN,NaN,NaN,NaN
894,NaN,-0.2993267,NaN,NaN,NaN
895,NaN,NaN,NaN,NaN,NaN
896,NaN,NaN,NaN,NaN,NaN
897,NaN,NaN,NaN,NaN,NaN
898,NaN,NaN,NaN,NaN,NaN
899,NaN,NaN,NaN,NaN,NaN
958,6.13292916,-0.7136288,NaN,NaN,NaN
1009,-1.3122211,0.69741737,NaN,NaN,NaN
1113,-3.0542116,NaN,NaN,NaN,NaN
1114,-0.6312009,NaN,NaN,NaN,NaN
1116,NaN,NaN,NaN,NaN,NaN
1117,1.6104207,NaN,NaN,NaN,NaN
1118,0.45200325,NaN,NaN,NaN,NaN
1136,-0.8687035,0.28158495,1.71659645,-0.8861064,47.6114438
1267,-0.6253251,-1.3771978,NaN,-1.1584234,-23.038072
1280,0.54839104,-0.5948232,NaN,-3.791983,50.641619
1305,0.03317336,-2.4847504,NaN,NaN,NaN
1312,-0.9559507,-2.3201088,NaN,NaN,NaN
1313,-0.8212563,-1.3636637,NaN,NaN,NaN
1318,0.13144417,-1.7468354,0.95272593,0.15843581,-41.940212
1319,-0.8536013,-2.9968045,-0.0871332,-1.2177578,100.653792
1321,0.03416785,-0.320321,-0.071189,-1.4672803,13.8808255
1322,0.57391141,-2.0458374,0.054743,0.16402708,-58.738674
1328,-0.3352076,-1.4256101,0.25945047,-0.8009461,-28.479409
1341,-1.3045436,-1.5919361,NaN,NaN,NaN
1342,-0.1632972,-0.5446186,NaN,NaN,NaN
1390,-0.0221339,-1.5584224,NaN,NaN,NaN
1391,0.12719615,-0.3536706,NaN,NaN,NaN
1393,-1.4986769,0.03004703,NaN,NaN,NaN
1394,2.26375437,-1.1724464,NaN,NaN,NaN
1401,-1.2816328,-1.9107525,NaN,NaN,NaN
1404,0.31547881,-2.2060181,NaN,NaN,NaN
1406,-0.0874177,-1.6873987,0.00266759,-3.7455741,48.822251
1408,0.28087823,-0.0893631,0.44757275,2.02955126,144.700069
1409,-2.086714,-3.1773171,1.96229915,-1.4684001,45.6316317
1412,0.15843932,-0.363944,0.564579,-2.3041899,35.1851213
1413,-1.2989233,-0.2475842,2.05592566,-0.2281273,24.6361789
1415,-0.7963796,0.02305872,-0.2993077,-2.3369465,66.9698034
1416,-0.1268486,-0.8146741,-1.1619099,-3.3646121,24.2369048
1417,-0.0793519,-0.3213133,0.35331192,-2.6563698,28.8949145
1419,1.87389316,-0.1076151,1.31131848,2.68428204,55.0846096
1425,0.43824932,-1.4881573,-2.4531392,-5.4971283,103.62899
1427,-0.4159502,-1.3492254,-0.3075176,-3.1453596,162.828695
1429,0.52573192,0.16726326,0.57499956,-6.8936554,43.5976593
1430,-0.0525381,0.0441176,0.51346134,-0.714191,-29.134331
1431,-2.4182168,-1.3104889,0.29254601,-0.6480215,118.825167
1435,0.51480672,-1.0101256,0.63094355,5.03410606,121.747608
1438,1.13661707,0.00249947,-0.9424156,-4.7387302,-19.526935
1441,0.19465151,-1.0771205,-0.511757,-2.0710227,95.6597786
1443,-1.405469,-1.3955494,-0.4711639,-1.8490405,119.490871
1449,-0.6226094,0.69953521,1.17466837,-4.5076219,28.3080785
1452,1.06471764,-0.7557575,0.42600198,-1.0384388,39.1899829
1455,-0.5234503,-0.0738916,0.74931898,-3.1346103,45.2926865
1457,1.02936373,-1.76604,-0.3086843,-3.6072062,88.9324381
1460,-1.2502266,-1.886837,-0.292302,-3.7536104,119.751321
1462,-0.0428923,-1.6193039,1.15361035,-3.1903995,76.0054919
1471,0.37011563,-1.0071827,1.67778695,-1.852081,-5.4051768
1472,-2.1651166,-0.1297258,NaN,NaN,NaN
1478,-0.8789283,-0.4228051,1.02862374,0.75254529,54.2761629
1479,-1.0673994,-0.6011497,NaN,NaN,NaN
1480,2.55927619,-0.7172455,0.02862414,-2.247456,62.4052032
1481,2.46947623,-2.0849616,NaN,NaN,NaN
1483,1.69138638,-1.8802085,0.05903556,-4.3874738,90.3534561
1489,4.88904896,-0.7551441,-1.460652,-0.1607762,-37.28771
1491,-0.3307049,-2.9329213,0.99801234,-5.0904731,143.223947
1492,1.13386455,-1.6733298,NaN,NaN,NaN
1495,2.14764517,-0.5509395,0.9764792,-2.0711312,113.004959
1496,2.51429726,-1.4963536,NaN,NaN,NaN
1499,-2.1568449,1.46985804,NaN,NaN,NaN
1500,0.2229258,-1.021363,NaN,NaN,NaN
1503,1.70482725,-0.580734,-0.6171048,-1.6317141,28.1605446
1504,-1.7252332,-0.1691913,NaN,NaN,NaN
1507,0.03084171,-0.6870493,-0.6068237,-4.3579373,158.559172
1508,-0.0629401,-0.5113242,-0.1163942,-1.9048955,159.985138
1509,1.42293925,-0.9908953,NaN,NaN,NaN
1510,-0.3038606,-0.199064,NaN,NaN,NaN
1511,0.27486678,-0.7820156,NaN,NaN,NaN
1512,0.93643069,-0.7094045,0.19729767,-3.3902781,24.9701872
1514,-2.5269077,-2.1020382,NaN,NaN,NaN
1516,3.98050226,0.22238474,NaN,NaN,NaN
1517,-0.4920962,0.26069047,0.68971336,-1.1941938,122.230461
1518,0.85212506,-0.3072869,NaN,NaN,NaN
1519,-0.350809,-1.1296594,1.66817922,-0.1748505,54.3174961
1520,-3.2917789,-1.2270677,NaN,NaN,NaN
1521,1.84786435,0.23913317,-0.7103101,-4.2147553,87.0492079
1522,-0.3237796,-0.3146476,0.26815626,-3.1954128,30.4551822
1523,-0.0823926,-1.0374978,NaN,NaN,NaN
1525,-0.6763263,-0.8540398,0.77054952,-1.3086728,62.8181879
1526,-0.4606662,0.14474079,NaN,NaN,NaN
1527,-0.4437216,-1.1556437,NaN,NaN,NaN
1528,-0.5074612,-1.2675203,1.20649716,-4.3597071,165.975391
1529,2.36877849,-0.8764475,0.62195863,-3.4425158,186.401283
1530,2.44623136,-2.2738287,NaN,NaN,NaN
1531,1.43857734,-0.9352684,-0.8636859,3.87792151,232.216285
1536,-1.2065654,-0.7123841,NaN,NaN,NaN
1537,-2.856128,-1.3829314,NaN,NaN,NaN
1538,-1.303134,-1.405251,-0.5851489,0.09588252,72.6214141
1539,-1.2777103,-1.0111517,0.77908427,-2.8769644,156.490529
1540,-1.1694938,0.17890498,-0.3860094,-1.9628191,156.846135
1541,-1.892096,-0.911696,0.57383398,1.10176591,140.642712
1542,-0.2538804,-1.1669241,0.63076503,-4.5269447,47.4899406
1543,0.08764775,-0.2939102,0.61907436,-0.0467186,116.716889
1544,-0.9754933,0.08419279,0.70118976,-3.5085496,105.571157
1545,1.35568826,-0.7932632,-0.5718345,-0.5956774,137.92653
1565,0.87812928,-0.6520607,-0.0904084,-1.2179934,28.4250601
1588,0.2734929,0.60912957,-1.1970768,0.51407129,5.54898674
1591,-0.5291722,-0.4711868,-0.1617122,-0.1237904,69.5535287
1592,-0.9332531,-2.1546966,NaN,-1.0542525,-0.7715717
1598,1.15508257,-1.9485777,-0.1226036,NaN,-121.35549
1601,2.08039987,-2.3910018,0.51034295,0.10841056,22.2730909
1603,-0.2505297,-1.9460094,0.08831996,-1.5100617,62.7988328
1619,-0.2371309,0.85989034,NaN,-0.8273086,-16.033276
1630,-2.3126281,-0.6112255,NaN,-1.0614866,-61.966015
1656,-1.2737297,-1.5782072,NaN,-0.2934573,78.2823724
1669,-1.3663093,-2.6186585,NaN,0.80794256,9.49999708
1680,0.01537039,-1.6265521,0.64061673,-1.5096649,28.4291018
1683,-0.6888631,-0.7049546,1.22210748,0.191961,-65.964526
1684,0.17882504,-2.6116699,0.05002743,-1.0576918,-8.3446672
1686,-0.7078529,-0.078376,1.04798711,-0.4954315,-50.366635
1687,-0.6708775,-1.9401075,0.05138775,1.1230234,-7.7397014
1691,-0.7441237,-0.4494467,0.04526594,-0.5235305,-64.34363
1693,0.1294439,-1.2324638,1.06210983,2.82286056,42.869282
1694,-0.5283731,-0.7476872,1.04442516,-0.1931111,-114.95671
1699,0.42299455,-0.6739941,1.07054376,2.60567654,28.1112132
1700,-0.1003169,-1.5856425,1.06782214,1.5775794,3.42023141
1701,1.80126133,-1.381039,1.08142626,2.71806821,104.329222
1713,-0.1135641,-1.2907813,NaN,1.56909642,-56.103762
1739,1.42267713,-0.5620204,NaN,1.2688099,-22.789378
1741,0.66204083,-0.7324738,-0.4164361,0.77542613,56.0142059
1742,-0.9090255,-1.5263969,1.15240543,-1.2165874,78.2872257
1744,-0.2789597,-2.4369672,0.8137671,0.17450497,4.90027175
1745,-0.329929,-0.339625,0.52704435,-0.3988175,-71.240358
1746,-0.0235276,-2.399059,NaN,NaN,NaN
1747,-0.2880111,-1.8838624,NaN,NaN,NaN
1748,-0.2256156,-1.0724596,0.24081423,1.73147363,55.9457205
1749,0.26547123,1.508848,-0.1828263,0.93094051,-75.748489
1750,0.35570429,-0.3101165,0.5682592,-0.8810228,51.7046207
1751,-0.481608,-0.4242961,1.00657749,-1.9374879,45.9091519
1753,-0.5369307,-0.827716,-0.699137,0.85476818,30.0887146
1754,-1.0908615,-2.0547055,0.89753421,-0.9818864,-8.4822975
1755,4.64624206,-0.2569783,0.12630471,-2.1821112,74.107837
1756,-0.0514117,-0.4902942,0.13057404,-0.7004716,60.7748408
1757,-0.9943814,-0.4873996,0.88745111,0.2118363,18.0299151
1758,0.80602398,NaN,-0.2604202,1.5711911,4.8185434
1760,-0.0459552,NaN,0.21280768,-0.0768831,-29.085788
1761,-0.331697,NaN,0.65144711,0.4090681,-41.743814
1762,0.6615178,-1.2098719,1.27108164,0.24645024,16.1546597
1764,-0.0156852,0.18191472,0.30568049,-0.2157523,31.3470146
1767,-0.3421373,-0.8224834,0.58297966,0.22642867,28.1515487
1768,0.05945864,NaN,-0.0242662,-0.6089311,-46.848477
1769,-0.639216,-0.5714379,1.56442966,-1.1894529,-24.858761
1771,1.68833062,-0.2371226,0.36618701,-2.5860544,60.0149478
1772,0.83881456,-2.4004768,0.90686784,-0.0977289,-17.823744
1773,-0.588595,0.32203083,0.36880746,0.01063423,2.88326337
1774,0.16207563,-2.1051972,0.15026806,-3.0924907,-33.115748
1777,-1.0433482,-1.3519289,-0.2896048,2.34604696,14.829262
1781,-0.3685375,NaN,0.67889357,-1.3965009,9.4281424
1782,1.20525062,NaN,1.24318014,-2.6372893,-18.096772
1783,-1.0076652,0.91021056,0.55919521,5.89614459,-28.066822
1784,0.03648721,NaN,-1.3224427,3.5127958,10.3491689
1786,-0.3638781,0.49496836,0.83062838,-0.2262167,17.4411417
1787,1.77975524,-1.6656678,-0.193779,1.65257233,45.6584025
1789,-1.5241939,-2.3548941,-1.9252135,3.48493682,36.1294207
1790,0.07716897,-0.4356017,0.58428987,3.71865461,-9.2361948
1791,0.39785294,-1.2674761,1.31446609,0.13321779,4.07626621
1795,-1.2855038,-2.5693327,1.40395003,-1.4836481,-15.667126
1798,-1.0473052,0.32815318,-0.2009638,1.04957253,-1.6270735
1799,0.32929113,-2.0891898,1.33034265,-0.9413284,-0.9130639
1800,0.08747401,-0.0321547,0.51739871,-2.3237762,20.4139434
1801,-0.5561467,-2.1235412,0.28818498,2.6232638,3.3728978
1803,-0.0269065,NaN,0.01113424,4.52650051,-106.36088
1804,-0.0420708,-1.7255056,-0.4156161,-1.956426,37.0815604
1805,0.2799993,-0.7792714,0.88303354,-0.9548593,36.3865158
1806,0.07255669,-0.3643602,-0.1855829,-0.7705108,-14.307434
1807,0.4665823,0.42742943,0.14357706,1.43610539,31.5255621
1808,-1.0588908,-0.5556889,0.41494373,-0.127503,6.52556912
1809,0.00216483,-1.9914265,-0.0620129,1.23834059,-19.955918
1810,0.39173338,-0.7285398,-0.5863724,0.4888911,16.1277364
1813,-1.3542151,0.9384106,-0.0898626,-0.0882415,-1.5815508
1816,NaN,NaN,-0.0520733,1.22394574,-74.714285
1817,-0.0592803,-1.4903661,1.15444927,-0.1684642,46.3317266
1819,-0.8088004,1.17098971,0.07079467,0.85921967,6.22472592
1821,0.13345484,-0.2350116,NaN,0.95141289,-29.680287
1822,-0.1209888,0.40071903,-1.1173127,-0.5193136,-16.16457
1823,-0.8053417,-0.0540131,-2.0558782,-3.3416779,16.4744758
1826,-2.0138218,1.20807667,-0.051398,-1.4349744,-10.585663
1827,0.11593784,-0.9585932,3.30838676,0.11786596,-22.985955
1828,-0.3440566,-0.4288533,1.04825611,1.16945822,49.8583293
1829,-0.1273499,-0.444244,0.6167341,5.72619512,-75.77725
1831,-0.4889651,-2.8218482,1.85462685,-0.5478471,57.3957244
1833,-0.5547238,0.64118805,1.74221569,2.69966844,-3.5972064
1835,-1.4445298,0.12168603,-0.2630127,-0.8867272,2.87271542
1836,-0.9008051,-0.6127034,0.76574408,-0.1365568,18.6997593
1837,-2.0833601,-0.2542057,-0.3035327,2.75121466,-19.42923
1838,-0.7806315,-1.2469166,2.57696967,0.27200034,115.217201
1839,-0.4911064,-0.1670533,1.74531,-1.474465,-42.993293
1841,-0.6852549,-0.5062542,2.68387705,-1.9521019,-67.690311
1842,0.12373928,0.49921415,0.21786122,-0.9155366,-41.315338
1843,0.47644545,0.41279935,2.69825464,-2.0720176,-51.954308
1845,0.88798814,-1.7972472,0.13564508,-2.1927475,-62.496431
1846,0.08127239,-2.0359965,0.49723646,-0.0350175,115.439055
1847,-0.009319,-0.5651814,0.19577248,-3.0242082,-30.989466
1848,-1.7724392,-2.1690409,0.30556909,1.34007993,31.0365463
1849,-0.3764111,-2.1826209,-1.1826669,-1.3980322,37.2435366
1851,0.85106648,-1.5348779,1.11734531,6.20987211,-64.408449
1852,0.3506916,-0.7404322,2.89862058,1.46933091,74.5160366
1853,0.11137405,-0.9010651,0.27550593,-1.3791895,19.6185036
1854,0.35241763,-1.458884,0.25197834,-3.1629656,7.11851586
1856,-0.0821875,-1.1028987,0.01931228,-0.232528,-116.49243
1857,-0.3313377,-2.8433638,1.05721864,-0.5486668,-96.353469
1858,0.85790215,-0.0843571,0.32517603,0.51655989,50.6985445
1859,-0.1807176,-0.3264972,NaN,0.56421117,13.1451083
1860,-0.6561442,NaN,-1.3178277,8.60019691,-58.497723
1861,0.96545417,NaN,1.70308613,2.15577482,-47.613761
1862,-0.0330531,NaN,-1.1570532,1.97933134,25.1752615
1863,1.35740954,NaN,2.85471039,8.48122134,31.2982891
1864,-0.2771357,NaN,NaN,0.87439996,-8.8377982
1865,0.48303214,NaN,1.1076674,1.30157408,-89.748712
1866,-1.030843,NaN,-0.4040962,-0.9103157,-95.954762
1867,0.34631253,-1.3076889,0.26582673,2.62250995,-1.8797335
1868,-0.8058018,NaN,0.16517935,-0.4980855,-47.076701
1869,0.02966536,NaN,0.15341596,-0.0699743,-53.414737
1870,-1.6335851,-2.5374367,0.59198177,1.43238916,-90.403745
1871,-0.3028153,-0.6438032,1.75275656,0.09152493,-4.389759
1872,0.42395331,0.43985868,1.21223615,4.7194653,-26.068726
1874,NaN,-0.1129484,-0.0146355,-1.5626182,70.2950391
1876,-1.1438343,-0.3764082,1.69262934,-1.0570136,-27.957768
1877,-0.2805593,-1.3202323,1.2279755,-0.9277021,69.5517782
1880,2.13972231,0.8578244,0.21746378,-2.2541389,-9.9947597
1881,-0.0442544,-1.0716009,2.6806776,2.43845385,-28.289225
1882,-0.0893669,0.31153562,1.77431941,1.87702682,27.3045743
1883,-1.0133909,-1.1133011,NaN,-1.0469346,45.3429302
1884,0.68216332,0.5793216,1.62526179,1.56324009,12.8241264
1885,NaN,NaN,-1.0002204,0.62976884,-49.825884
1886,-0.0501989,0.29533845,-0.0606701,-0.4734746,-17.784501
1889,-1.0766653,NaN,-1.4764069,4.7452144,12.058416
1890,-1.2872008,NaN,0.92425265,-1.0262833,-39.996636
1891,1.79293875,-0.1628046,-0.6084252,1.22624996,-33.078621
1892,-1.1783764,-0.1207967,NaN,1.28966122,17.8967447
1894,0.80230881,NaN,-0.1300244,4.10043734,-21.368724
1895,-0.1542716,-1.246207,0.38678589,-0.7818843,-82.31788
1896,-1.1058048,NaN,0.96521247,-0.1159645,-20.357939
1897,0.00916883,-1.0738563,0.4625977,3.74583907,-21.776834
1898,-1.1746588,-0.6725322,NaN,NaN,NaN
1899,0.17000551,-0.8776195,0.92733102,1.35459897,54.4956357
1900,-1.5951002,-0.6123726,NaN,NaN,NaN
1901,2.06014848,0.25749741,1.45018687,-2.1868963,28.2409189
1902,-1.5668471,0.10325701,NaN,NaN,NaN
1903,-0.5726345,NaN,-2.2498928,-4.4188664,-86.561786
1904,0.06754169,-2.3493483,0.45424906,-0.3681617,17.9928937
1905,0.17396439,-1.669641,0.935885,-0.0029491,55.0996931
1906,-1.4573018,-2.8956726,2.57517088,0.69641879,-49.013567
1907,0.76486361,-1.1316313,-0.8281029,1.8697206,13.8684992
1908,0.02708963,0.23799313,0.86895695,1.69076823,3.74113957
1909,-1.0031008,-1.038601,0.57212884,-0.7747549,23.9158847
1910,0.78348722,-0.4099343,1.0917351,0.70172338,34.3318641
1911,-0.3759196,NaN,0.42834672,0.87439158,-52.473139
1912,-0.5720927,NaN,2.03160783,-0.1068143,2.38788628
1913,-0.2686276,NaN,0.38648684,7.65585632,113.265978
1914,2.864452,-1.4374874,1.77276905,0.02427184,57.8449889
1915,-1.6349749,-0.8764397,-0.4426211,-0.4145687,-29.950926
1916,-1.7050012,1.03425816,NaN,-2.1111521,9.09484526
1917,-0.7293574,-0.5745156,-0.7808218,-3.4887734,52.2290064
1918,1.33842292,-1.3784081,-1.7540964,5.2500335,-4.9488712
1919,1.10401544,1.48157867,1.53300856,0.00635828,25.8730173
1920,0.02292424,NaN,0.60865743,1.44467448,-65.945836
1921,-0.5867032,0.29121518,1.72629658,3.10355359,-3.0088451
1922,-0.0390529,-0.5459424,0.80472329,-0.5205258,47.9751493
1923,-0.59086,0.04077004,1.63330667,-0.6837305,-62.944648
1924,-0.3670516,0.02897558,0.35551483,0.43304067,52.7013513
1925,-0.0793488,NaN,1.65552815,3.42094466,-47.563666
1926,-0.0601882,NaN,0.80584521,0.18729143,26.8513713
1927,-1.1414854,NaN,-0.360158,1.57176095,-59.542683
1928,-0.4857314,-0.577912,0.71826939,-2.3823196,-18.726638
1929,-0.1844647,NaN,0.56925868,0.84043251,-96.277675
1930,-0.427735,-2.0472844,1.01067522,0.57188277,50.9699576
1931,-0.2285193,0.90009274,1.24407357,-0.5628581,3.06594877
1932,-0.8905966,0.34653921,NaN,-0.9753109,76.8651289
1933,0.55937426,-0.8756913,NaN,-1.3971773,91.3580909
1934,2.50437159,0.18299121,NaN,-1.1474654,48.9229477
1936,-0.418162,-0.9635715,0.91209511,0.65177107,62.2192722
1937,-0.2382068,-1.0195079,2.04303517,4.47154961,-5.317049
1938,-0.6106329,-0.7467257,0.8701389,0.28116699,-40.668529
1939,0.01487702,-1.1973548,1.92306219,1.05706232,54.170947
1940,-0.3369316,-1.2483329,2.50523482,-1.2115416,12.4649018
1941,0.35163744,-1.8983062,3.54943812,-3.8087165,35.299914
1942,-0.2617243,-0.7438228,2.54805954,-0.3295795,73.7278462
1944,-0.041585,-0.7965363,3.50247522,1.24786019,-93.083192
1945,-1.0649862,-1.7241059,0.99647684,-0.7398819,-14.345806
1946,-0.0677414,-0.363284,2.43812898,-1.2149348,20.1108056
1947,-1.9454189,-0.8518269,0.04178801,-2.9575455,75.8014667
1948,-0.3148523,-0.6633035,1.452753,0.78418589,12.3168035
1949,-1.5288939,0.28798341,0.047095,-1.7138052,148.881093
1950,-1.1195457,-0.6245912,0.074848,-1.7980495,135.578996
1951,-0.035703,-0.4899657,-0.3697442,-1.5558981,-17.400014
1952,0.00618191,-0.4921536,1.6613202,2.59199233,26.4459763
1953,-0.7147971,0.43091283,0.0562605,-0.8516717,103.395169
1954,-1.4839791,-1.7467355,2.19855691,-0.810923,-41.636984
1955,2.07589522,-0.078262,0.06228383,-2.1230042,37.1113036
1956,-0.2738745,0.34221074,0.70618726,3.11417298,-21.512958
1957,0.09823061,-0.6346933,-0.9166271,-1.0684525,10.1633576
1958,-0.0840576,NaN,1.82555946,1.34955259,-14.82565
1960,0.1196991,-1.5472703,2.46737704,-1.2166953,17.0468339
1961,-0.6141672,-1.1561555,NaN,NaN,NaN
1965,0.25795738,-0.4476066,NaN,NaN,NaN
1968,0.09311316,-0.6771657,NaN,NaN,NaN
1974,-0.7047871,-1.8421922,-0.3475563,-2.2356967,19.9273429
1975,-1.3644173,-0.3876908,-1.1506242,-0.9758398,62.2802523
1976,0.99468832,-0.1435954,0.34711034,-0.8472772,51.7172674
1978,0.10575818,-1.0877162,0.79199083,0.20877201,80.0387344
1979,0.44338023,0.17481652,0.33321965,1.92123809,2.33927675
1980,0.04366507,-1.818314,0.33412518,-0.7701866,6.68725574
1981,2.45609681,-0.149486,NaN,NaN,NaN
1982,2.25674337,-0.1979111,NaN,NaN,NaN
1983,-0.4374821,-2.4073405,0.10239199,0.41733545,-59.190163
1985,-0.1719583,-1.0332912,0.1138676,-1.8940459,2.65982656
1986,0.0047718,-0.7215686,0.18254551,0.51379995,21.7522893
1987,0.16770571,-0.097373,0.99417838,2.50591398,90.309598
1988,1.08518982,-0.4775243,NaN,NaN,NaN
1989,-1.3515354,-0.2727241,0.80666353,-1.1484561,-36.574962
1990,0.98666569,NaN,0.98995081,3.40589819,84.8535929
1991,-0.3348835,0.84337773,-0.0922464,3.43242475,-16.106753
1992,-0.7202866,-0.6544852,-0.0366237,0.95436055,-31.169436
1993,-0.4039112,-1.2584468,-0.0331509,0.09723173,-11.552434
1994,-1.2317911,-0.9031368,-0.0816769,1.51246643,30.2512422
1995,-0.3628621,NaN,-0.0269606,4.0358285,20.8376064
1997,2.57848253,-0.4979301,-0.054743,-0.9871425,-93.547418
1998,0.99550139,-1.8201059,-0.033453,2.75437351,7.16655995
1999,3.2486935,-1.0625621,NaN,NaN,NaN
2000,-1.0902523,-0.4577096,NaN,NaN,NaN
2001,-0.5636279,-2.4784084,NaN,NaN,NaN
2003,1.39584364,0.09928767,NaN,NaN,NaN
2004,0.12653919,-1.1507208,0.35442029,-1.955656,124.097307
2006,-0.6914996,-2.9051065,NaN,NaN,NaN
2007,-0.3903351,-2.9090102,NaN,NaN,NaN
2008,-0.172766,-1.7348638,NaN,NaN,NaN
2010,-0.7242641,-0.8828382,NaN,NaN,NaN
2012,-0.8430055,-0.2378644,-0.4491366,2.35909454,-4.1449098
2013,2.58457173,-0.5753869,-1.9666515,1.37330913,-83.055888
2014,-1.3939313,-0.3533782,0.56656618,8.39773171,71.542069
2015,-1.0835353,-0.6841738,NaN,NaN,NaN
2016,-1.7796374,-0.6427265,NaN,NaN,NaN
2017,0.32077615,-1.2863118,NaN,NaN,NaN
2018,-2.1953142,0.36751274,-0.8555525,-3.7840033,10.1075316
2020,2.93690278,-2.2976175,NaN,NaN,NaN
2021,1.51881659,0.60645042,NaN,NaN,NaN
2023,-0.9506362,-1.5140696,NaN,NaN,NaN
2024,-0.8150048,-1.3662759,NaN,NaN,NaN
2026,3.58621538,-1.1933482,1.8418447,-4.1221214,81.5304878
2027,-2.3546683,-2.6209519,NaN,NaN,NaN
2028,-1.4553284,-1.2101787,NaN,NaN,NaN
2029,2.81496238,-0.8806039,NaN,NaN,NaN
2030,-2.3395181,-1.0403711,NaN,NaN,NaN
2031,3.86012857,-0.0798129,0.64814321,-1.7407058,104.631152
2033,-0.343387,-0.669404,NaN,NaN,NaN
2034,1.58705304,-2.5243817,NaN,NaN,NaN
2035,0.93598611,0.25154752,NaN,NaN,NaN
2036,-0.8465729,-0.1805452,NaN,NaN,NaN
2037,-0.6102621,-1.0023169,NaN,NaN,NaN
2038,-1.9146021,0.87763593,NaN,NaN,NaN
2039,0.46250724,-0.7891236,NaN,NaN,NaN
2040,-0.9937152,0.15208108,NaN,NaN,NaN
2041,-2.6307947,-2.1687265,NaN,NaN,NaN
2042,-1.85444,-0.5093018,NaN,NaN,NaN
2043,-2.4675593,-0.178106,NaN,NaN,NaN
2045,-0.6810676,-1.2733455,NaN,NaN,NaN
2047,-0.5628176,-0.069934,NaN,NaN,NaN
2050,-0.3448989,-1.0283331,NaN,NaN,NaN
2051,-0.2323693,1.1405991,NaN,NaN,NaN
2053,1.39102221,-0.8847223,NaN,NaN,NaN
2054,-2.8015581,-0.7222093,NaN,NaN,NaN
2056,-1.1720286,-0.4628989,NaN,NaN,NaN
2057,0.46958532,-0.3211094,NaN,NaN,NaN
2058,-1.3143222,-0.6894994,NaN,NaN,NaN
2059,-1.3162098,-0.1620667,NaN,NaN,NaN
2061,-1.0270076,-1.0212935,NaN,NaN,NaN
2062,0.31155736,-0.7001791,NaN,NaN,NaN
2063,-0.453619,-0.352043,NaN,NaN,NaN
2064,-0.8945648,-1.2401277,NaN,NaN,NaN
