Id,ebv1,ebv2,ebv3,ebv4,ebv5,acc1,acc2,acc3,acc4,acc5
636,-1.1007493,0.0874048,-0.1674222,-0.4323738,-13.584473,0.52970986,0.61371167,0.43757688,0.47202582,0.47775292
637,-1.0282542,0.02848395,-0.1674222,-0.4323738,-13.584473,0.50292941,0.59323857,0.43757688,0.47202582,0.47775292
638,-0.1707995,0.20727333,-0.1674222,-0.4323738,-13.584473,0.50292733,0.6145244,0.43757688,0.47202582,0.47775292
639,-0.1054571,-0.5522674,-0.1339085,-0.4158671,-8.259098,0.5626483,0.62133714,0.46120055,0.60378738,0.61484891
640,-1.2764221,-0.8605932,-0.1831498,-0.5054372,-34.632288,0.56694895,0.63655519,0.45580908,0.63755664,0.64774962
641,-0.0906087,-0.042327,-0.1674222,-0.4323738,-13.584473,0.54820559,0.64603817,0.43757688,0.47202582,0.47775292
642,-0.6722075,-0.1243281,-0.1674202,-0.4323489,-13.583642,0.54165809,0.6321371,0.43757688,0.47202582,0.47775292
643,-0.512176,0.32056055,-0.1674222,-0.4323738,-13.584473,0.54830418,0.6457609,0.43757688,0.47202582,0.47775292
644,-0.9286984,-0.1738723,-0.1674237,-0.4323717,-13.582788,0.56817941,0.67272628,0.43757688,0.47202582,0.47775292
645,-1.1207158,0.28927894,-0.1674218,-0.4323799,-13.583655,0.57064135,0.67660942,0.43757688,0.47202582,0.47775292
649,-0.628181,0.37416474,-0.1674222,-0.4323738,-13.584473,0.56217875,0.66888017,0.43757688,0.47202582,0.47775292
886,-0.8593528,0.97884981,-0.1674222,-0.4323738,-13.584473,0.55589771,0.66917646,0.43757688,0.47202582,0.47775292
887,-0.3597786,-0.5295038,-0.1674222,-0.4323738,-13.584473,0.51773989,0.59347537,0.43757688,0.47202582,0.47775292
888,-1.2130787,-0.5386773,-0.1674222,-0.4323738,-13.584473,0.55591783,0.65865592,0.43757688,0.47202582,0.47775292
889,-0.225244,-0.3403064,-0.1674222,-0.4323738,-13.584473,0.5299632,0.63200786,0.43757688,0.47202582,0.47775292
890,-0.4249842,0.09834993,-0.1674222,-0.4323738,-13.584473,0.51773981,0.59347525,0.43757688,0.47202582,0.47775292
891,-1.2959195,0.2406708,-0.1674222,-0.4323738,-13.584473,0.55589448,0.65863573,0.43757688,0.47202582,0.47775292
892,-1.3658746,-0.0376945,-0.1674222,-0.4323738,-13.584473,0.56798793,0.66929558,0.43757688,0.47202582,0.47775292
893,-0.9308072,0.02868348,-0.1674222,-0.4323738,-13.584473,0.56802027,0.66887358,0.43757688,0.47202582,0.47775292
894,-1.0061726,-0.2945584,-0.1674219,-0.4359515,-13.427207,0.56239803,0.66336997,0.43757688,0.51503509,0.52338045
895,-1.1900374,-0.1911312,-0.1674222,-0.4323738,-13.584473,0.53000422,0.61475168,0.43757688,0.47202582,0.47775292
896,-0.9154985,-0.9088252,-0.1674222,-0.4323738,-13.584473,0.55600186,0.66926724,0.43757688,0.47202582,0.47775292
897,-0.8505421,-0.1029173,-0.1674222,-0.4323738,-13.584473,0.51777046,0.59359427,0.43757688,0.47202582,0.47775292
898,-1.2013106,-0.5835823,-0.1674222,-0.4323738,-13.584473,0.51782633,0.59270968,0.43757688,0.47202582,0.47775292
899,-0.7392986,-0.3027002,-0.1674222,-0.4323738,-13.584473,0.55598118,0.65872458,0.43757688,0.47202582,0.47775292
958,-0.1997759,-0.337079,-0.2196167,-0.620931,-13.148078,0.56134208,0.66653302,0.50282801,0.61286761,0.62877898
1009,-0.4035309,1.75136965,-0.2784659,-1.7414964,17.9623633,0.54799789,0.6703617,0.27793523,0.34278068,0.510014
1113,-0.0825211,0.64750205,-0.0817804,-0.789956,28.1493805,0.42892549,0.58468878,0.34717507,0.3895065,0.40109805
1114,0.07402815,1.31482137,0.20946547,-2.105873,67.0092597,0.47116807,0.59628667,0.37302086,0.39260334,0.41817972
1116,-0.1078673,1.3858797,-0.1209553,-1.7776145,24.6150998,0.4422387,0.60522565,0.39640252,0.42524683,0.43332215
1117,0.03243093,0.94064355,-0.1209553,-1.7776145,24.6150998,0.47759382,0.62026922,0.39640252,0.42524683,0.43332215
1118,-0.0241156,1.0973594,-0.1209553,-1.7776145,24.6150998,0.54431729,0.60535077,0.39640252,0.42524683,0.43332215
1136,-0.0022817,1.42915781,0.73225469,-0.5918019,7.90971191,0.55629616,0.72269559,0.58438359,0.69964132,0.79835753
1267,-0.3452418,-0.2578499,-0.2029805,-2.0051827,-18.819369,0.56548453,0.6877324,0.84899861,0.92089008,0.92791353
1280,0.47853484,-0.1476837,0.52624547,-2.2350334,67.8192361,0.63934007,0.78425565,0.90497916,0.94383206,0.94763488
1305,0.23226566,-1.4799024,-0.0211687,1.49098032,-30.021374,0.52452558,0.67269371,0.82888172,0.92802837,0.92838616
1312,-0.2373184,0.17893397,-0.4643688,-1.3730577,-3.4815043,0.48418989,0.60544671,0.63234284,0.79587267,0.8048839
1313,-0.85951,-0.4353238,-0.427775,-0.6881466,-18.94782,0.47944146,0.59619092,0.70585657,0.84130015,0.84805396
1318,0.50340302,-0.5972245,0.20982493,-0.3242546,8.48173686,0.6791684,0.67593723,0.77073243,0.84661138,0.86077909
1319,-0.1146877,-1.0954844,-0.0561097,-0.7627892,18.0217226,0.64054578,0.6193951,0.78132396,0.84809418,0.86187548
1321,0.14301291,-0.4835131,-0.2878703,-0.425232,3.45816661,0.60539406,0.6117207,0.74193341,0.81911174,0.83137713
1322,0.67201664,0.43540119,-0.0953835,-0.3325225,-83.689972,0.63154148,0.5999876,0.78422715,0.85892844,0.87352898
1328,-0.3704802,-1.6278227,-0.1005385,-0.2810697,-7.4316846,0.54237212,0.59275582,0.66022709,0.77002527,0.78558916
1341,-0.3171042,1.27659081,-0.524821,1.34297092,-27.740764,0.34516606,0.60762856,0.64172521,0.6949574,0.70165417
1342,0.31630861,-0.1714948,-0.4644866,-1.2621869,-10.477623,0.55990578,0.75297851,0.82999391,0.85860819,0.86330188
1390,-0.1061858,0.85294753,-0.1935368,0.61140173,19.6259607,0.42724677,0.6085221,0.76912903,0.82836148,0.83652398
1391,0.17751088,0.7920911,-0.0839835,0.70301363,-27.905136,0.4790572,0.69890083,0.9001955,0.92625114,0.9306231
1393,0.22064536,-0.1908921,-0.3339084,-0.9237049,2.67687071,0.43263126,0.63829654,0.76079635,0.81406599,0.8215978
1394,1.73339955,0.11869438,-0.2498454,-1.9475609,-18.45913,0.4853255,0.69509062,0.89701159,0.92407956,0.92859216
1401,-0.6904175,-0.6149746,-0.6084839,-2.0317868,14.6515977,0.37469253,0.63105794,0.87382945,0.90771494,0.91222622
1404,0.18794027,-1.6657916,0.34488871,2.24569237,4.89865962,0.40396601,0.64494926,0.88888903,0.91954839,0.92422671
1406,0.04475006,-0.5462763,-0.2638771,-1.7851537,2.3703871,0.36733618,0.64038701,0.89689774,0.92652106,0.93370512
1408,-0.7358925,0.30177661,-0.8706475,0.8231577,59.961107,0.47811865,0.67967976,0.90526009,0.93369373,0.93861892
1409,-0.2371989,-2.5113114,-0.333148,-0.0044249,-10.269187,0.46530424,0.66907767,0.91119192,0.93832197,0.94285361
1412,0.22729056,0.8984043,0.07856771,-0.158725,-3.680601,0.57419763,0.75321668,0.91447335,0.93819469,0.94242917
1413,-1.0016756,0.93590531,0.10788068,-1.3843686,-46.080202,0.55048566,0.73213811,0.91111008,0.93642949,0.9416804
1415,-0.4206465,-0.4880604,-0.5806182,-2.855385,65.7472065,0.40118722,0.59747472,0.79638634,0.85522676,0.86327787
1416,-0.6219921,0.7659618,-1.1074186,-1.7905349,19.3556181,0.5314919,0.73899056,0.90767509,0.93348056,0.93763832
1417,0.19004812,0.77934858,0.14504127,0.69302694,-2.4202747,0.54064969,0.70830851,0.90824111,0.93544708,0.9397783
1419,0.75902731,0.55480046,-0.4710835,-0.6321022,14.0188034,0.49582866,0.67582338,0.89263218,0.92434281,0.92917471
1425,-0.1754531,-0.402331,-1.0401402,-2.5322009,12.9529639,0.42120452,0.63487374,0.90063296,0.93215102,0.93729289
1427,-0.4053911,-0.0634825,-1.0531863,-3.5092238,46.736652,0.58443288,0.74840286,0.90810902,0.93533404,0.93971181
1429,-0.2455979,2.11316817,-0.6478364,-3.4875027,-59.26539,0.51461536,0.68847494,0.89031792,0.92404256,0.93014417
1430,-0.7208179,1.6031582,-0.5609967,1.96121335,21.7625711,0.47119631,0.66068391,0.90155137,0.93242279,0.93713502
1431,-0.6646999,0.1662488,-1.1904455,-1.1948521,11.2737671,0.41948572,0.61464603,0.89199369,0.92730583,0.93242009
1435,1.02681723,0.42352544,-0.5016072,0.67900566,60.2472418,0.62931411,0.78009425,0.91900812,0.94317708,0.94727244
1438,0.96878693,0.99057813,-0.5630577,-2.9495173,-35.36269,0.44315972,0.61500909,0.90236943,0.93407885,0.93913601
1441,-0.4571751,-0.0924746,-0.4167129,-2.5040193,6.34922592,0.58378595,0.71930564,0.87635264,0.91114877,0.91713621
1443,-0.5054428,-0.0765185,-0.8109547,-0.4457642,53.0558034,0.53116988,0.7062154,0.90451084,0.9345646,0.93921124
1449,-0.0251638,1.40152682,-0.93685,-2.2886258,-20.235142,0.46990325,0.63891983,0.89070277,0.92499602,0.93093527
1452,-0.2848957,0.31148053,-0.6084172,0.04465942,48.0909264,0.48728084,0.66624301,0.89660734,0.92851276,0.93453134
1455,0.73510944,1.13510889,-0.3139714,-1.8180338,37.3096542,0.41661053,0.63665548,0.90014029,0.93237559,0.93759251
1457,0.77699476,-0.4299686,-0.2272762,-2.5081795,57.4166408,0.54728797,0.70779176,0.89893365,0.93047034,0.93564481
1460,-0.6507387,-0.5075989,-0.751244,-1.3636116,72.8452454,0.58872201,0.73279299,0.91099583,0.93831998,0.94266688
1462,-0.7099698,-0.6127392,-0.1422892,-0.198812,23.8349577,0.49832873,0.64252236,0.89673859,0.92864049,0.93309853
1471,-0.4698658,0.91879337,-0.3945762,-2.7056309,2.70516403,0.46019844,0.64256673,0.91736902,0.94404504,0.94806128
1472,-1.4318071,0.91535708,-1.0566965,-1.0196422,64.9842181,0.4974982,0.64692487,0.71524796,0.74914593,0.75454491
1478,0.29315057,0.87739029,-0.3037154,0.48614048,8.30478091,0.56262995,0.68899515,0.90069057,0.93046009,0.93556781
1479,-0.828262,0.60151126,-1.1450289,-0.6399732,10.6366456,0.38290988,0.56255563,0.61209695,0.65922893,0.6666225
1480,0.39974583,0.83669583,-0.3551694,-2.0173934,32.8846965,0.44139119,0.56161022,0.80469207,0.86155711,0.87145698
1481,0.72084334,-1.0749496,-0.6243436,0.04534828,48.2927815,0.51292499,0.67153923,0.73967314,0.77874042,0.78634029
1483,0.30869904,-0.5743083,-0.6178539,-1.571784,69.305885,0.47280319,0.64378669,0.90526727,0.93524638,0.93981253
1489,0.87165373,-0.2865919,-0.4274512,-0.7048208,-0.3261824,0.41752076,0.60020436,0.71350328,0.78376877,0.79400329
1491,0.08952954,-0.5639736,-0.4919385,-2.6070099,-12.019537,0.41831298,0.61250184,0.89734481,0.93074698,0.93577352
1492,1.74804085,0.12600177,-1.0473979,-1.6586691,-11.857752,0.40413862,0.60303077,0.69908738,0.74417369,0.75077979
1495,0.7354797,1.0891178,-0.1154359,-0.2454504,64.5039035,0.57467716,0.71679641,0.91293915,0.93919633,0.94347523
1496,0.10216661,0.57436144,-0.3806906,-0.8023614,40.5218366,0.43534312,0.62963189,0.67187088,0.7143945,0.7218955
1499,-0.1970353,0.94602549,-0.5718943,0.34360065,28.8222467,0.42767441,0.60006366,0.67100955,0.71113977,0.71696205
1500,1.08008387,-0.0640597,-0.8629809,-0.0439695,1.07451223,0.47646698,0.60727047,0.68517349,0.72664375,0.73317022
1503,0.28712141,1.00736922,-0.950264,-0.5723117,56.6346534,0.41305528,0.60199582,0.89071811,0.92567453,0.93107387
1504,-1.0464947,1.14663445,-0.7926984,0.3835501,24.8910576,0.5029641,0.68733287,0.74121162,0.78480312,0.79100541
1507,0.55281942,0.64732785,-0.4309268,-2.2407136,71.1074963,0.43771915,0.5912872,0.90583338,0.93595832,0.94077734
1508,-0.1293802,0.2722411,-0.5026577,-1.8480879,91.0262035,0.42104133,0.60628488,0.91110479,0.93880076,0.94382795
1509,-0.1276368,0.42413103,-1.0051917,-2.0853757,24.4166043,0.43390359,0.62135812,0.67686491,0.71268509,0.71834879
1510,-1.1493984,0.58906393,-1.0340181,-0.6727042,1.20948766,0.48260505,0.6343507,0.68557408,0.72156022,0.72709871
1511,0.66168851,0.61892761,-0.2303868,-1.4776066,48.0541197,0.59526127,0.72469241,0.80900041,0.85516169,0.86190515
1512,0.22922524,0.32937343,-0.8663652,-3.3834468,20.521633,0.47957537,0.65078416,0.90900891,0.93768373,0.94217386
1514,-0.5607774,-0.2514607,-0.6897445,-0.6363316,3.44363321,0.41034086,0.55752812,0.59250362,0.63504553,0.64160975
1516,1.3100678,0.88697244,-1.1168387,-2.4667381,5.57166715,0.43499791,0.60778405,0.71077155,0.74784318,0.75338718
1517,0.30545028,0.83951612,-0.0687974,-0.1373774,83.2754426,0.55209978,0.67849395,0.89885826,0.93005718,0.93482522
1518,0.61605139,1.26873635,-0.7894772,-1.0623836,-15.132154,0.4590134,0.62883097,0.71860026,0.75821286,0.76358879
1519,0.4995041,0.19971974,0.25449224,-0.599399,57.2751907,0.47459209,0.62959858,0.83890637,0.88375358,0.88959658
1520,-0.4384432,0.66796622,-0.9968408,-2.0345656,-8.9128058,0.39777171,0.60001374,0.68074115,0.73115428,0.7383667
1521,0.3656931,1.80021082,-0.2997617,-3.7309875,35.7073456,0.48484286,0.64135622,0.86378776,0.90313907,0.90891258
1522,-0.2388163,0.4923039,-0.5489018,-2.7693484,-7.106536,0.50802515,0.67079626,0.90383591,0.93340923,0.9381765
1523,1.05509073,0.57191809,-0.2997413,-1.5756182,-42.777855,0.47482535,0.62895461,0.70250295,0.73915875,0.7450022
1525,-1.0103189,0.40524976,-0.67925,-0.6222256,109.641842,0.47514354,0.64449822,0.91380697,0.94087863,0.94540741
1526,-0.9100115,-0.2492606,-0.6061511,-0.9764674,44.8546447,0.39010663,0.60141016,0.64801772,0.68278293,0.68815603
1527,-0.0721424,-0.2254393,-0.4071668,0.72980418,24.4829606,0.40896701,0.6189183,0.67862131,0.72215795,0.7282298
1528,0.1914318,-0.4123521,0.08050521,-1.2274848,35.3470909,0.49052983,0.63470386,0.91038612,0.93835114,0.94294842
1529,-0.0584127,0.39787191,-0.6999178,-3.7202958,120.813937,0.5237588,0.65025708,0.8995279,0.93066155,0.93571362
1530,-0.1752493,-0.589556,-1.3345096,-2.0424195,12.3451418,0.39405599,0.59550658,0.66491294,0.70356117,0.70981868
1531,0.99106751,0.84345986,-1.1625419,-1.4065392,87.6216067,0.49670491,0.67833759,0.89208321,0.92571066,0.93070693
1536,-0.5131897,0.0913453,-0.9199568,0.55412182,17.8791085,0.48199854,0.65390262,0.7219355,0.76168845,0.76775482
1537,0.15143579,-0.1254639,-0.5203984,-2.0032311,-0.1067072,0.4107034,0.59114479,0.65178188,0.69624303,0.70413237
1538,-0.8175562,-0.2148692,-0.4309596,0.03182728,87.9357954,0.46031804,0.63930328,0.75704163,0.81122253,0.81998626
1539,-0.1974131,0.75999934,-0.4994803,-2.662436,134.811758,0.47471687,0.65345166,0.83652319,0.88193032,0.89135521
1540,-0.0471832,0.92375417,-0.2637998,-2.3704887,36.3373357,0.41673071,0.6040057,0.7565572,0.8170406,0.82608008
1541,0.18245601,0.12616218,-0.3568061,-0.4969519,73.1301976,0.40268539,0.61234692,0.76484893,0.82435374,0.83301113
1542,-0.4591409,-0.014083,-0.6643234,-2.6357519,51.0089156,0.49426722,0.68713099,0.78091154,0.83145572,0.83927549
1543,0.30502504,0.59252619,-0.3880442,-0.0100329,81.5216873,0.49468104,0.64785648,0.77502038,0.82143613,0.8288444
1544,-0.9219112,0.81244463,-0.7577038,-3.775496,37.7982633,0.4640278,0.63478295,0.77037639,0.82038854,0.82818885
1545,0.1243659,0.55531042,0.06292743,-3.3688821,28.8246671,0.48305139,0.66815261,0.79292999,0.83869481,0.84580422
1565,0.62654731,0.67050541,-0.3852197,-0.4261495,-2.3511192,0.66959035,0.63412693,0.72914672,0.80751856,0.82369018
1588,0.06536591,0.31819831,-0.3262583,0.48170635,-17.215094,0.4318977,0.63707998,0.68828285,0.78436584,0.8095218
1591,-0.2066447,0.35733441,0.21730896,-0.2200933,-16.834895,0.645316,0.62692388,0.6827444,0.78394505,0.79975907
1592,-0.8592333,-0.777472,-0.1610321,-2.1508996,8.88011825,0.48841757,0.65468075,0.77801555,0.87245953,0.8790717
1598,-0.1260054,0.12310955,0.28580414,-0.2947722,-104.02766,0.59024816,0.56353657,0.7088126,0.73387739,0.82344386
1601,0.5378736,-0.1032606,0.17130268,-0.2651532,-30.571796,0.44585729,0.64006568,0.75880613,0.84316526,0.85273366
1603,0.55978615,0.11627581,0.44506646,-0.9014888,24.3822712,0.6621358,0.64135057,0.74184003,0.82012325,0.83334254
1619,-0.897255,0.36848166,0.04642272,-0.5822129,2.90662788,0.4150801,0.62739704,0.34669506,0.82254859,0.82933114
1630,-0.6446725,-0.1555032,-0.0244627,-0.7503889,-3.3523425,0.41398268,0.61333139,0.24274838,0.83151743,0.84208014
1656,-0.0723082,0.18420294,-0.1219229,-0.5230225,51.7740272,0.40177972,0.62957162,0.23606743,0.82824698,0.83952046
1669,-0.7778905,-1.5845968,-0.4734899,-0.6634265,19.8557299,0.39973765,0.61425513,0.28619422,0.82891637,0.8409386
1680,1.05069371,0.14841645,0.34753332,-0.6096472,9.57377899,0.48452163,0.63251546,0.85088267,0.92557468,0.93122337
1683,0.05585253,0.59414299,-0.0593358,0.54640007,-9.5194679,0.64692465,0.63766193,0.76142206,0.83754278,0.85143791
1684,0.15718925,-0.5346405,-0.3254516,-0.1356294,-15.284184,0.60506986,0.57836112,0.70646347,0.80415458,0.8188412
1686,-0.3375124,1.39768868,0.63082546,-0.9079364,-38.480534,0.71035895,0.69924414,0.78386191,0.84745613,0.86384562
1687,-0.1812619,-0.2781835,0.46312583,0.53739701,-4.5891338,0.63782104,0.60535255,0.73955058,0.81894667,0.83699567
1691,0.73745844,1.08348675,-0.0980934,-0.0232511,-51.093456,0.61721876,0.59774844,0.69821497,0.79040383,0.81045619
1693,-0.2709834,0.49444558,0.80782733,2.2045876,3.84218203,0.56145134,0.55728624,0.63696281,0.74669672,0.76382067
1694,0.33195233,0.12391477,0.48778308,-0.4934234,-66.015377,0.53444441,0.55243017,0.66614565,0.7315061,0.78897774
1699,0.53947631,-0.3249421,0.46577748,1.70757148,-5.7247819,0.65214102,0.60653169,0.66115536,0.74209663,0.78772697
1700,0.27796228,-0.0574834,0.00435621,0.85676448,28.9659408,0.73179239,0.69565723,0.75069171,0.79999749,0.84211943
1701,0.3872575,0.17499104,0.43363424,0.83959778,61.7758716,0.61898121,0.63737489,0.76563071,0.83847889,0.85709136
1713,-0.1650113,-0.2058334,0.43290562,-0.1202047,-2.0698266,0.95519235,0.81105702,0.8666295,0.89921674,0.92476611
1739,0.59138731,0.45983238,-0.1236907,0.15970493,-7.9197254,0.42619723,0.55871295,0.41131695,0.81090881,0.8351012
1741,0.20063829,0.1800143,0.46602833,1.22398691,58.117956,0.67969913,0.63898433,0.68224659,0.7767526,0.79217453
1742,-0.4715049,-0.3804693,0.56866407,-0.7774128,3.76835865,0.57312707,0.56842533,0.65924486,0.76638416,0.78459746
1744,-0.7176364,-0.142038,0.8689533,0.12471577,-18.308822,0.58004414,0.70750395,0.81885147,0.87851734,0.88648302
1745,0.19824094,0.97504256,-0.0689286,-0.7050588,-8.0515634,0.50696338,0.68678046,0.79807885,0.86645743,0.87130573
1746,0.61614865,-1.481795,-0.2892727,-0.8101413,-41.921534,0.43084225,0.61992591,0.403346,0.44094793,0.6062884
1747,-0.174483,-0.5130397,-0.2943703,0.48448843,2.32713715,0.47682096,0.65325865,0.40920188,0.43239551,0.64914307
1748,0.29305837,-0.2500188,0.29065494,0.64836679,33.2958732,0.55868394,0.53769346,0.71077679,0.79004057,0.82165012
1749,-0.2728422,0.29650208,0.44112306,0.54542567,-34.645087,0.43961161,0.62418238,0.76817575,0.85291708,0.86133087
1750,-0.2470361,1.06657579,0.07008348,-1.1123988,36.5943187,0.60407082,0.5565971,0.70297524,0.78225737,0.81543262
1751,0.48310771,0.57717933,0.52520823,-0.4529657,27.604302,0.65593715,0.59404976,0.85810283,0.90856767,0.90095679
1753,-0.3474994,0.27893416,0.31637624,0.15517253,0.974821,0.43743848,0.63375445,0.79942813,0.87470008,0.8826219
1754,0.10506481,0.38713922,-0.0867829,-0.926775,-25.155567,0.44648523,0.64999119,0.80093031,0.8694207,0.87679587
1755,0.63695657,0.55490761,0.06398963,-0.9939718,-5.1154627,0.48994629,0.64489431,0.73727554,0.8258394,0.83677904
1756,-0.1224097,-0.3607857,0.04172079,-0.896084,26.8311907,0.49728644,0.61816094,0.72039979,0.81028164,0.82170113
1757,0.02527621,1.3253607,0.22104281,-1.6098724,1.20253129,0.47041693,0.62753362,0.77549233,0.84843529,0.85703056
1758,0.16074225,0.58335773,0.23127628,0.41698671,-8.4317448,0.60193238,0.5528775,0.54112736,0.67334192,0.69029209
1760,-0.2104875,0.11806833,0.10772174,-0.1256503,-18.264439,0.53192652,0.56494787,0.5318856,0.65328086,0.67506211
1761,-0.008787,0.40085765,0.19992332,-0.0312742,-43.881698,0.6338072,0.59933946,0.56945023,0.68888496,0.70960717
