,id,TYM,SGNC,SGNO
78,SA88,35.09412415,15.3985986,9.317080434
79,SA89,42.18109847,-10.00898232,-2.084349171
80,SA93,-2.703072226,-0.455259329,-3.125764334
81,SA94,-21.12920546,-5.07747675,-1.424420703
82,SA95,-20.6567405,5.925831315,-4.060356375
83,SA96,-18.29441573,-0.263721605,-8.777293893
84,SA97,-8.372651682,15.01088895,3.986184096
85,SA98,-19.23934564,2.977746496,-4.892757114
86,SA99,56.35504711,21.60211255,9.682574542
87,SA100,-9.790046546,3.42344729,-0.592019965
88,SA101,45.0158882,1.054063244,-0.592019965
89,SA102,9.108551641,5.203805212,3.253492544
90,SA103,-15.93209096,-2.115875054,-2.673021811
91,SA105,30.84193956,2.655152073,9.363285149
92,SA106,-17.82195078,-4.728547261,1.766448794
93,SA107,10.99841146,3.481036149,8.7543739
94,SA108,15.72306101,-1.04281433,9.008590304
95,SA109,-18.29441573,-4.740010079,-2.534288355
96,SA110,20.44771055,0.979805834,9.396788896
97,SA111,-19.71181059,-1.953858442,-4.754023657
98,SA112,-20.6567405,-2.600737478,-6.10905317
99,SA113,-18.29441573,-1.962351401,-1.146953791
100,SA114,-15.93209096,1.031637871,3.63478152
101,SA115,3.438972185,-1.26230668,13.38150107
102,SA116,-13.09730123,-3.179133546,1.90518225
103,SA117,42.65356342,5.708125539,9.296090507
104,SA118,-17.82195078,-2.920506549,1.211514968
105,SA119,-14.98716105,-2.78975222,-0.519354007
106,SA120,37.45644892,4.67772385,9.729024855
107,SA121,-19.23934564,0.051663645,-0.314553052
108,SA122,-15.93209096,-1.034307951,-8.777293893
109,SA123,-10.2625115,-3.754543142,1.766448794
110,SA124,1.549112367,-2.133809741,3.986184096
111,SA125,40.76370361,4.628878343,-2.013236922
112,SA126,-14.98716105,1.027956666,-1.351648368
113,SA127,-10.73497646,-7.843684909,0.795314599
114,SA128,-18.76688068,-2.156883185,6.622119768
115,SA129,-10.2625115,-3.105192099,3.129725525
116,SA131,41.70863351,1.263555056,4.818584835
117,SA132,-1.285677362,2.082188602,4.541117922
118,SA133,59.66230179,2.277237806,-0.193552716
119,SA134,37.92891388,-10.16730079,-9.664752977
120,SA135,-22.54660032,-8.370976226,-8.916027349
121,SA136,-0.813212407,3.774172153,5.464926925
122,SA137,38.40137883,-1.240263375,2.304257181
123,SA138,41.70863351,-6.870416304,-7.742867725
124,SA139,-9.317581591,10.66469432,4.402384466
125,SA140,36.98398397,-2.469306838,0.240849005
126,SA141,-6.482791863,21.64514162,-0.453286509
127,SA143,-16.40455591,-2.126440692,-4.199089832
128,SA145,-13.09730123,-9.498157232,3.569983727
129,SA146,-19.23934564,-6.670635897,-8.916027349
130,SA147,-6.482791863,-1.082347516,-4.93056586
131,SA148,-18.76688068,-3.783184625,4.263651009
132,SA150,40.76370361,7.960517119,3.390261484
133,SA151,-21.12920546,-0.218630864,-7.528692785
134,SA152,-19.71181059,-7.211589596,-2.799963043
135,SA153,-18.29441573,0.143061449,1.626865746
136,SA154,-9.790046546,-1.197869418,0.934048055
137,SA155,-20.6567405,1.119453133,-1.029486878
138,SA157,-14.51469609,1.642842144,-9.054760806
139,SA159,-6.482791863,-2.911828334,-2.912506821
140,SA160,16.66799092,7.043635865,-1.601292502
141,SA161,11.94334137,-0.078960077,5.052982504
142,SA163,-9.790046546,-10.90216548,-4.768908107
143,SA164,-22.54660032,-3.322601518,-1.979354529
144,SA165,6.273761913,-5.97116172,-3.627360696
145,SA166,-19.71181059,-1.35247873,-8.361093524
146,SA167,-21.12920546,4.211730336,5.464926925
147,SA168,10.52594651,-1.673949444,-2.987887878
148,SA169,-19.71181059,6.104913995,0.320573895
149,SA170,-6.955256818,-0.488234509,-2.790675451
150,SA171,-19.23934564,-3.64031034,-4.754023657
151,SA172,-22.07413537,-3.398816514,-8.916027349
152,SA173,-19.71181059,-0.156737083,-8.361093524
153,SA174,-10.73497646,-4.173498342,-4.754023657
154,SA175,1.076647412,-2.695897501,-1.945762289
155,SA176,-21.12920546,-0.894728595,-5.961575156
156,SA177,-21.60167041,1.096540681,-5.911840744
157,SA178,-5.065396999,-6.352997201,5.598091048
158,SA117a,-11.20744141,-3.462164962,1.64170416
